"code UAI";"n° SIRET";"type d'établissement";nom;sigle;statut;tutelle;université;"boîte postale";adresse;CP;commune;"commune (COG)";cedex;téléphone;arrondissement;département;académie;région;"région (COG)";"longitude (X)";"latitude (Y)";"début portes ouvertes";"fin portes ouvertes";"commentaires portes ouvertes";"lien site onisep.fr"
0292176H;;"Ecole de santé";"Institut de formation d'aides-soignants";IFSO;"Privé sous contrat";"Ministère des affaires sociales et de la santé";;"BP 40704";"route de Pencran";29207;Landerneau;29103;Cedex;"02 98 21 55 60";;Finistère;Rennes;Bretagne;53;-4.263124;48.444348;;;;www.onisep.fr/http/redirection/etablissement/identifiant/5603
0133600T;;"Ecole de santé";"Collège Ostéopathique de Provence Aix-Marseille";"COP Aix-Mars";"Privé sous contrat";;;;"50 rue Louis Grobet";13001;Marseille;13201;;"04 91 08 55 71";01;Bouches-du-Rhône;Aix-Marseille;"Provence-Alpes-Côte d'Azur";93;5.3904628;43.3048802;;;;www.onisep.fr/http/redirection/etablissement/identifiant/5811
0931806H;;"Ecole de santé";"Institut de formation en soins infirmiers de l'hôpital Delafontaine";IFSI;Public;"Ministère des affaires sociales et de la santé";;;"2 rue Delafontaine";93205;Saint-Denis;93066;Cedex;"01 42 35 60 31";;Seine-Saint-Denis;Créteil;Ile-de-France;11;2.372877;48.936221;;;;www.onisep.fr/http/redirection/etablissement/identifiant/5988
0542395K;;"Ecole de santé";"Sant'est IFAS";;"Privé sous contrat";;;;"4 rue Monseigneur Thouvenin";54000;Nancy;54395;;"03 83 35 00 67";;Meurthe-et-Moselle;Nancy-Metz;Grand-Est;44;6.1788943;48.6889029;29/01/2018;30/01/2018;"de 13h00 à 17h00";www.onisep.fr/http/redirection/etablissement/identifiant/6039
0542017Z;;"Ecole de santé";"Institut de formation de manipulateurs d'électroradiologie médicale";IFMEM;Public;"Ministère des affaires sociales et de la santé";;"CO 60034";"1 rue Joseph Cugnot";54035;Nancy;54395;Cedex;"03 83 85 25 51";;Meurthe-et-Moselle;Nancy-Metz;Grand-Est;44;6.1685921;48.6126958;20/01/2018;20/01/2018;"de 9h30 à 12h00, autre date : 17/02/2018 de 14h00 à 16h00";www.onisep.fr/http/redirection/etablissement/identifiant/6207
0350096P;;"Ecole de santé";"Ecole de sages-femmes du CHU de Rennes";;Public;"Ministère des affaires sociales et de la santé";;;"2 rue Henri Guilloux";35033;Rennes;35238;"Cedex 9";"02 99 28 99 40";;Ille-et-Vilaine;Rennes;Bretagne;53;-1.6973984;48.1175959;10/02/2018;10/02/2018;"de 10h à 17h";www.onisep.fr/http/redirection/etablissement/identifiant/6491
0251579F;;"Ecole de santé";"Institut de formation en kinésithérapie";;Public;"Ministère des affaires sociales et de la santé";;;"Place Saint Jacques";25030;Besançon;25056;Cedex;"03 81 21 82 13";;Doubs;Besançon;Bourgogne-Franche-Comté;27;6.0207585;47.234589;;;;www.onisep.fr/http/redirection/etablissement/identifiant/6716
0783389K;;"Ecole de santé";"Institut formation en soins infirmiers - Institut MGEN de la Verrière";IFSI;"Privé sous contrat";"Ministère des affaires sociales et de la santé";;"CS 70444";"13 avenue de Montfort";78322;"Le Mesnil-Saint-Denis";78397;Cedex;"01 39 38 79 60";;Yvelines;Versailles;Ile-de-France;11;1.946243;48.752748;02/12/2017;02/12/2017;;www.onisep.fr/http/redirection/etablissement/identifiant/6857
0595252N;;"Ecole de santé";"Institut formation en soins infirmiers de Sambre Avesnois";IFSI;Public;"Ministère des affaires sociales et de la santé";;"BP 60249";"13 boulevard Pasteur";59607;Maubeuge;59392;Cedex;"03 27 69 43 31/43 32";;Nord;Lille;Hauts-de-France;32;3.955481;50.2774209;14/02/2018;14/02/2018;"de 10h à 17h";www.onisep.fr/http/redirection/etablissement/identifiant/6867
0891253D;;"Ecole de santé";"Institut de formation ambulanciers et aides-soignants";IFAAS;Public;"Ministère des affaires sociales et de la santé";;;"1 avenue d'Hanover";89300;Joigny;89206;;"03 86 92 33 66";;Yonne;Dijon;Bourgogne-Franche-Comté;27;3.398961;47.981432;17/01/2018;17/01/2018;;www.onisep.fr/http/redirection/etablissement/identifiant/6966
0711373G;;"Ecole de santé";"Institut de formation en soins infirmiers - Institut de formation d'aides-soignants";IFSI-IFAS;Public;"Ministère des affaires sociales et de la santé";;"CS 60066";"40 rue d'Uxelles";71103;Chalon-sur-Saône;71076;Cedex;"03 85 44 65 72";;Saône-et-Loire;Dijon;Bourgogne-Franche-Comté;27;4.860225;46.7784749;31/01/2018;31/01/2018;;www.onisep.fr/http/redirection/etablissement/identifiant/6983
0721489C;;"Ecole de santé";"IRFSS - Croix-Rouge française des Pays de la Loire IFAS Le Mans";;"Privé sous contrat";"Ministère des affaires sociales et de la santé";;;"17 rue Notre Dame";72000;"Le Mans";72181;;"02 43 81 06 52";;Sarthe;Nantes;"Pays de la Loire";52;0.2093361;48.0035886;;;;www.onisep.fr/http/redirection/etablissement/identifiant/7239
0501936H;;"Ecole de santé";"Institut de formation d'aides-soignants";IFAS;"Privé sous contrat";"Ministère des affaires sociales et de la santé";;;"Polyclinique de la Baie  1 avenue du Quesnoy";50300;Saint-Martin-des-Champs;50516;;"02 33 68 62 52";;Manche;Caen;Normandie;28;-1.3514671;48.6770938;;;;www.onisep.fr/http/redirection/etablissement/identifiant/7386
7200092M;;"Ecole de santé";"Institut de formation en soins infirmiers";IFSI;Public;"Ministère des affaires sociales et de la santé";;"BP 6801";"Route impériale";20604;Bastia;2B033;Cedex;"04 95 59 10 16";;Haute-Corse;Corse;Corse;94;9.4387648;42.6653345;;;;www.onisep.fr/http/redirection/etablissement/identifiant/7477
0142250V;;"Ecole de santé";"Institut de formation d'aides-soignants";IFAS;"Privé sous contrat";"Ministère des affaires sociales et de la santé";;;"145 avenue de la République";14800;Deauville;14220;;"02 31 81 32 19";;Calvados;Caen;Normandie;28;0.0667862;49.3545807;;;;www.onisep.fr/http/redirection/etablissement/identifiant/7691
0400829J;;"Ecole de santé";"Institut de formation des professionnels de santé (IFPS)";"IFSI IFAS IFMK";Public;"Ministère des affaires sociales et de la santé";;"BP 323";"Rue Saint Eutrope";40107;Dax;40088;Cedex;"05 58 91 46 70";;Landes;Bordeaux;Nouvelle-Aquitaine;75;-1.0487642;43.7054971;;;;www.onisep.fr/http/redirection/etablissement/identifiant/7940
0681979G;;"Ecole de santé";"Institut de formation du Diaconat Centre Alsace";;"Privé sous contrat";"Ministère des affaires sociales et de la santé";;;"18 rue Charles Sandherr";68000;Colmar;68066;Cedex;"03 89 21 22 50";;Haut-Rhin;Strasbourg;Grand-Est;44;7.3535687;48.0715835;;;;www.onisep.fr/http/redirection/etablissement/identifiant/8066
0190757V;;"Ecole de santé";"Institut de formation d'auxiliaires de puériculture Croix-Rouge française";;"Privé sous contrat";"Ministère des affaires sociales et de la santé";;;"3 Boulevard Anatole France";19100;Brive-la-Gaillarde;19031;;"05 55 23 79 79";;Corrèze;Limoges;Nouvelle-Aquitaine;75;1.5347369;45.1608141;24/01/2018;24/01/2018;;www.onisep.fr/http/redirection/etablissement/identifiant/8216
0230522T;;"Ecole de santé";"Institut de formation aux métiers de la santé IFSI-IFAS";IFSI;Public;"Ministère des affaires sociales et de la santé";;;"Chemin des Amoureux";23000;Guéret;23096;;"05 55 51 70 60";;Creuse;Limoges;Nouvelle-Aquitaine;75;1.8679382;46.1636006;09/12/2017;09/12/2017;;www.onisep.fr/http/redirection/etablissement/identifiant/8226
0783387H;;"Ecole de santé";"Ecole d'auxiliaires de puériculture de l'hôpital de pédiatrie";;Public;"Ministère des affaires sociales et de la santé";;;Longchêne;78830;Bullion;78120;;"01 34 85 43 18";;Yvelines;Versailles;Ile-de-France;11;1.996493;48.626848;;;;www.onisep.fr/http/redirection/etablissement/identifiant/8347
0753400N;;"Ecole de santé";"Centre de préparation au diplôme d'Etat d'audioprothésiste";CPDA;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Conservatoire national des arts et métiers";;"2 rue Conté";75003;Paris;75103;;"01 40 27 22 55";03;Paris;Paris;Ile-de-France;11;2.3568661;48.8657704;;;;www.onisep.fr/http/redirection/etablissement/identifiant/8410
0631865K;;"Ecole de santé";"Institut de formation d'aide-soignant - Centre hospitalier";IFAS;Public;"Ministère des affaires sociales et de la santé";;"BP 89";"Le Fau";63307;Thiers;63430;Cedex;"04 73 51 10 00";;Puy-de-Dôme;Clermont-Ferrand;Auvergne-Rhône-Alpes;84;3.513235;45.8556505;;;;www.onisep.fr/http/redirection/etablissement/identifiant/8484
0010989V;;"Ecole de santé";"Institut de formation en soins infirmiers et Institut de formation d'aides-soignants du Bugey";"IFSI - IFAS";Public;"Ministère des affaires sociales et de la santé";;"BP 36";"180 rue de la forestière";1110;Hauteville-Lompnes;01185;;"04 37 61 67 10";;Ain;Lyon;Auvergne-Rhône-Alpes;84;5.610546;45.975136;;;;www.onisep.fr/http/redirection/etablissement/identifiant/8623
0541441Y;;"Ecole de santé";"IRFSS Alsace-Lorraine - Croix-Rouge";;"Privé sous contrat";"Ministère des affaires sociales et de la santé";;;"1 rue Saint Fiacre";54000;Nancy;54395;;"03 83 35 38 01";;Meurthe-et-Moselle;Nancy-Metz;Grand-Est;44;6.1789138;48.7018429;21/02/2018;21/02/2018;;www.onisep.fr/http/redirection/etablissement/identifiant/8803
0623633M;;"Ecole de santé";"IFERGO - Institut de formation en ergothérapie";IFERGO;"Privé reconnu";"Ministère des affaires sociales et de la santé";;"BP 62";"Avenue du Phare";62602;Berck;62108;Cedex;"03 21 84 86 39";;Pas-de-Calais;Lille;Hauts-de-France;32;1.562928;50.4007025;10/02/2018;10/02/2018;"de 10h à 16h";www.onisep.fr/http/redirection/etablissement/identifiant/9026
0580932Y;;"Ecole de santé";"Institut de formation d'aides-soignants";IFAS;Public;"Ministère des affaires sociales et de la santé";;;"96 rue du Maréchal Leclerc";58200;Cosne-Cours-sur-Loire;58086;;"03 86 26 54 49";;Nièvre;Dijon;Bourgogne-Franche-Comté;27;2.9306979;47.4220526;;;;www.onisep.fr/http/redirection/etablissement/identifiant/9216
0711385V;;"Ecole de santé";"Institut de formation en soins infirmiers - Institut de formation d'aides-soignants";IFSI-IFAS;Public;"Ministère des affaires sociales et de la santé";;;"Boulevard Louis Escande";71018;Mâcon;71270;Cedex;"03 85 27 51 07";;Saône-et-Loire;Dijon;Bourgogne-Franche-Comté;27;4.812999;46.315895;;;;www.onisep.fr/http/redirection/etablissement/identifiant/9367
0511571F;;"Ecole de santé";"Institut de formation en soins infirmiers CH Auban Moet";IFSI;Public;"Ministère des affaires sociales et de la santé";;"BP 137";"137 rue de l'Hôpital";51205;Epernay;51230;Cedex;"03 26 58 70 23";;Marne;Reims;Grand-Est;44;3.9553199;49.0322759;;;;www.onisep.fr/http/redirection/etablissement/identifiant/9474
0390987L;;"Ecole de santé";"Institut de formation en soins infirmiers - Jura Nord Centre hospitalier Louis Pasteur";IFSI;Public;"Ministère des affaires sociales et de la santé";;;"6 rue Jean Flamand";39100;Dole;39198;;"03 84 79 41 40";;Jura;Besançon;Bourgogne-Franche-Comté;27;5.4973393;47.1001694;20/01/2018;20/01/2018;"de 9 h à 12 h";www.onisep.fr/http/redirection/etablissement/identifiant/9635
0341063W;;"Ecole de santé";"Institut de formation en masso-kinésithérapie";IFMK;"Privé sous contrat";;;;"1 place Jean Baumel";34295;Montpellier;34172;"Cedex 05";"04 99 23 23 00";;Hérault;Montpellier;Occitanie;76;3.857832;43.640812;10/02/2018;10/02/2018;"de 9h à 12h pour les étudiants de PACES Montpellier-Nîmes et de 14h à 17h pour les lycéens";www.onisep.fr/http/redirection/etablissement/identifiant/9922
0352509M;;"Ecole de santé";"Ecole d'audioprothèse de la Faculté des métiers";;Consulaire;"Chambre de commerce et d'industrie";"Université de Rennes 1";"CS 80612";"4 rue Claude Bourgelat";35300;Fougères;35115;Cedex;"02 99 94 75 00";;Ille-et-Vilaine;Rennes;Bretagne;53;-1.2000452;48.331437;10/02/2018;10/02/2018;"de 9h à 16h, le 29/03/2018 de 16h à 20h";www.onisep.fr/http/redirection/etablissement/identifiant/9996
0641460P;;"Ecole de santé";"Institut de formation en soins infirmiers";"IFSI IFAS";Public;"Ministère des affaires sociales et de la santé";;"BP 1156";"Centre hospitalier";64046;Pau;64445;Cedex;"05 59 92 47 70";;Pyrénées-Atlantiques;Bordeaux;Nouvelle-Aquitaine;75;-0.3489699;43.3266805;;;;www.onisep.fr/http/redirection/etablissement/identifiant/10123
0693405B;40000676300017;"Ecole de santé";"Horizon Santé";;"Privé hors contrat";;;;"6 rue de la Martinière";69001;Lyon;69381;;"04 78 27 46 13";01;Rhône;Lyon;Auvergne-Rhône-Alpes;84;4.828835;45.768228;;;;www.onisep.fr/http/redirection/etablissement/identifiant/10312
0623134V;;"Ecole de santé";"Institut de formation en soins infirmiers - Centre Hospitalier d'Arras";IFSI;Public;"Ministère des affaires sociales et de la santé";;;"6 rue Emile Didier";62000;Arras;62041;;"03 21 21 10 64";;Pas-de-Calais;Lille;Hauts-de-France;32;2.7977298;50.2823054;10/02/2018;10/02/2018;"de 9h à 17h";www.onisep.fr/http/redirection/etablissement/identifiant/10337
0911786X;;"Ecole de santé";"Institut formation manipulateurs d'électroradiologie CH Sud-Francilien";;Public;"Ministère des affaires sociales et de la santé";;;"40 avenue Serge Dassault";91100;Corbeil-Essonnes;91174;;"01 61 69 66 63";;Essonne;Versailles;Ile-de-France;11;2.479094;48.596342;;;;www.onisep.fr/http/redirection/etablissement/identifiant/10549
0150740Y;;"Ecole de santé";"Institut de formation d'aide-soignant - Centre hospitalier";IFAS;Public;"Ministère des affaires sociales et de la santé";;;"Avenue Fernand Talandier";15200;Mauriac;15120;;"04 71 67 33 33";;Cantal;Clermont-Ferrand;Auvergne-Rhône-Alpes;84;2.3381976;45.2177829;;;;www.onisep.fr/http/redirection/etablissement/identifiant/10755
0781626U;;"Ecole de santé";"Institut de formation en soins infirmiers - CHI Poissy St Germain";IFSI;Public;"Ministère des affaires sociales et de la santé";;;"20 rue Armagis";78105;Saint-Germain-en-Laye;78551;Cedex;"01 39 27 42 91";;Yvelines;Versailles;Ile-de-France;11;2.085059;48.897044;03/02/2018;03/02/2018;"de 10 h à 16 h sur le site de Poissy";www.onisep.fr/http/redirection/etablissement/identifiant/10898
0762640G;;"Ecole de santé";"IFPS du centre hospitalier de Fécamp";IFPS;Public;"Ministère des affaires sociales et de la santé";;"BP 86";"17 rue des Galeries";76402;Fécamp;76259;Cedex;"02 35 28 61 00";;Seine-Maritime;Rouen;Normandie;28;0.3802098;49.7571685;02/12/2017;02/12/2017;;www.onisep.fr/http/redirection/etablissement/identifiant/11082
0371196Z;;"Ecole de santé";"Institut de formation en soins infirmiers";IFSI;Public;"Ministère des affaires sociales et de la santé";;;"2 rue Mansart";37170;Chambray-lès-Tours;37050;;"02 47 47 87 61";;Indre-et-Loire;Orléans-Tours;"Centre-Val de Loire";24;0.7166855;47.3461343;27/01/2018;27/01/2018;"de 9h30 à 17h";www.onisep.fr/http/redirection/etablissement/identifiant/11270
0921980C;;"Ecole de santé";"Institut de formation en soins infirmiers de l'hôpital Max Fourestier";IFSI;Public;"Ministère des affaires sociales et de la santé";;;"1/3 rue du 1er mai";92000;Nanterre;92050;;"01 49 03 41 70";;Hauts-de-Seine;Versailles;Ile-de-France;11;2.2135069999999;48.9085086;02/12/2017;02/12/2017;"de 10 h à 15 h 30 et le 07/02/2018 de 14 h à 18 h";www.onisep.fr/http/redirection/etablissement/identifiant/11568
0951567M;;"Ecole de santé";"Institut de formation en soins infirmiers C. Claudel CH Victor Dupouy";IFSI;Public;"Ministère des affaires sociales et de la santé";;;"69 rue du Lieut Colonel Prudhon";95107;Argenteuil;95018;Cedex;"01 34 23 27 01";;Val-d'Oise;Versailles;Ile-de-France;11;2.24901;48.9497;07/02/2018;07/02/2018;"à 14 h 30";www.onisep.fr/http/redirection/etablissement/identifiant/11571
0692877C;;"Ecole de santé";"Institut de formation d'aides-soignants et d'auxiliaires de puériculture - la Maisonnée";"IFAS - IFAP";"Privé sous contrat";"Ministère des affaires sociales et de la santé";;;"68 avenue du Chater";69340;Francheville;69089;;"04 72 16 22 07";;Rhône;Lyon;Auvergne-Rhône-Alpes;84;4.772908;45.741986;;;;www.onisep.fr/http/redirection/etablissement/identifiant/11705
0370066W;;"Ecole de santé";"Ecole de sages-femmes";;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";;;"2 boulevard Tonnellé";37044;Tours;37261;"Cedex 09";"02 47 47 47 31";;Indre-et-Loire;Orléans-Tours;"Centre-Val de Loire";24;0.6679988;47.3851563;17/02/2018;17/02/2018;"de 9h à 16h";www.onisep.fr/http/redirection/etablissement/identifiant/11786
0301236F;;"Ecole de santé";"Institut de formation en soins infirmiers et aide-soignant de la Croix-Rouge française";"IFSI IFAS";"Privé sous contrat";"Ministère des affaires sociales et de la santé";;;"2160 chemin du Bachas";30000;Nîmes;30189;;"04 66 29 50 25";;Gard;Montpellier;Occitanie;76;4.3723166;43.811493;;;;www.onisep.fr/http/redirection/etablissement/identifiant/11962
0721662R;;"Ecole de santé";"Institut de formation d'aides-soignants du centre hospitalier du Mans";;Public;"Ministère des affaires sociales et de la santé";;;"194 avenue Rubillard";72037;"Le Mans";72181;"Cedex 09";"02 43 43 28 14";;Sarthe;Nantes;"Pays de la Loire";52;0.177329;48.0128713;02/12/2017;02/12/2017;"de 10h à 16h";www.onisep.fr/http/redirection/etablissement/identifiant/12215
0131599T;;"Ecole de santé";"Institut de formation en masso-kinésithérapie";IFMK;"Privé sous contrat";"Ministère des affaires sociales et de la santé";;;"92 rue Auguste Blanqui";13005;Marseille;13205;;"04 96 12 11 11";05;Bouches-du-Rhône;Aix-Marseille;"Provence-Alpes-Côte d'Azur";93;5.390781;43.2921453;;;;www.onisep.fr/http/redirection/etablissement/identifiant/12276
0110815B;;"Ecole de santé";"Institut de formation en soins infirmiers - Centre hospitalier";"IFSI IFAS";Public;"Ministère des affaires sociales et de la santé";;"BP 814";"Route de Saint Hilaire";11890;Carcassonne;11069;"Cedex 09";"04 68 24 27 90";;Aude;Montpellier;Occitanie;76;2.343689;43.1944021;18/11/2017;18/11/2017;"de 9h à 17h";www.onisep.fr/http/redirection/etablissement/identifiant/12383
0030877M;;"Ecole de santé";"IFSI - IFAS - Centre hospitalier";"IFSI - IFAS";Public;"Ministère des affaires sociales et de la santé";;;"rue Pamparoux";3100;Montluçon;03185;Cedex;"04 70 02 30 89";;Allier;Clermont-Ferrand;Auvergne-Rhône-Alpes;84;2.611407;46.3423633;;;;www.onisep.fr/http/redirection/etablissement/identifiant/12553
0190764C;;"Ecole de santé";"Institut de formation en soins infirmiers";IFSI;Public;"Ministère des affaires sociales et de la santé";;;"2 Avenue du Docteur Roullet";19208;Ussel;19275;Cedex;"05 55 96 40 23";;Corrèze;Limoges;Nouvelle-Aquitaine;75;2.3126218;45.5433181;04/01/2018;04/01/2018;"de 13h30 à 17h";www.onisep.fr/http/redirection/etablissement/identifiant/12881
0492370K;;"Ecole de santé";"Institut de formation aides-soignants";IFAS;Public;"Ministère des affaires sociales et de la santé";;;"1 rue Marengo";49325;Cholet;49099;Cedex;"02 41 49 66 57";;Maine-et-Loire;Nantes;"Pays de la Loire";52;-0.8988888;47.0423315;15/12/2017;15/12/2017;"de 17h30 à 21h ; 16/12/2017 de 8h30 à 12h";www.onisep.fr/http/redirection/etablissement/identifiant/13151
0921983F;;"Ecole de santé";"Institut de formation en soins infirmiers - hôpital Ambroise Paré (AP)";IFSI;Public;"Ministère des affaires sociales et de la santé";;;"9 avenue Charles de Gaulle";92104;Boulogne-Billancourt;92012;Cedex;"01 49 09 57 46";;Hauts-de-Seine;Versailles;Ile-de-France;11;2.237548;48.84944;;;;www.onisep.fr/http/redirection/etablissement/identifiant/13245
0840861E;;"Ecole de santé";"Institut de formation d'aides-soignants - Centre hospitalier Louis Giorgi";IFAS;Public;"Ministère des affaires sociales et de la santé";;"CS 20184";"Avenue de Lavoisier";84104;Orange;84087;Cedex;"04 90 11 21 64";;Vaucluse;Aix-Marseille;"Provence-Alpes-Côte d'Azur";93;4.8251246;44.1531879;;;;www.onisep.fr/http/redirection/etablissement/identifiant/13467
0511572G;;"Ecole de santé";"Institut de formation en soins infirmiers - Ecole infirmiers";IFSI;Public;"Ministère des affaires sociales et de la santé";;;"45 rue Cognacq Jay";51092;Reims;51454;;"03 26 78 74 53";;Marne;Reims;Grand-Est;44;4.0188493;49.2317428;10/02/2018;10/02/2018;;www.onisep.fr/http/redirection/etablissement/identifiant/13610
0623136X;;"Ecole de santé";"IFSI - Institut de formation en soins infirmiers de la Croix-Rouge française";IFSI;"Privé sous contrat";"Ministère des affaires sociales et de la santé";;;"57 rue verte";62100;Calais;62193;;"03 21 96 79 36";;Pas-de-Calais;Lille;Hauts-de-France;32;1.8593861;50.9467854;;;;www.onisep.fr/http/redirection/etablissement/identifiant/13726
0781631Z;;"Ecole de santé";"Institut de formation de manipulateurs d'électroradiologie médicale IFMEM CHI Poissy et Saint-Germain-en-Laye";IFMEM;Public;"Ministère des affaires sociales et de la santé";;;"10 rue du champ Gaillard - CS 73082";78303;Poissy;78498;Cedex;"01 39 27 47 33";;Yvelines;Versailles;Ile-de-France;11;2.084941;48.896734;01/02/2018;28/02/2018;"en février, se renseigner auprès de l'école pour connaître la date précise";www.onisep.fr/http/redirection/etablissement/identifiant/13744
0941779Y;;"Ecole de santé";"Institut de formation en soins infirmiers - hôpital Paul Brousse (AP)";IFSI;Public;"Ministère des affaires sociales et de la santé";;;"14 avenue P-Vaillant Couturier";94804;Villejuif;94076;Cedex;"01 45 59 32 64";;Val-de-Marne;Créteil;Ile-de-France;11;2.361565;48.794662;;;;www.onisep.fr/http/redirection/etablissement/identifiant/13847
0801773T;;"Ecole de santé";"Institut de formation en soins infirmiers - CHU Amiens sud";IFSI;Public;"Ministère des affaires sociales et de la santé";;;"Avenue René Laënnec";80054;Amiens;80021;"Cedex 01";"03 22 45 56 09";;Somme;Amiens;Hauts-de-France;32;2.2556019;49.8736306;21/02/2018;21/02/2018;"de 10 h à 16 h";www.onisep.fr/http/redirection/etablissement/identifiant/13924
0332297T;;"Ecole de santé";"Institut de formation en soins infirmiers";"IFSI IFAS";Public;"Ministère des affaires sociales et de la santé";;"BP 199";"Centre hospitalier Garderose";33505;Libourne;33243;Cedex;"05 57 25 49 16";;Gironde;Bordeaux;Nouvelle-Aquitaine;75;-0.2261119;44.8974091;;;;www.onisep.fr/http/redirection/etablissement/identifiant/14024
0761790H;;"Ecole de santé";"Ecole de sages-femmes du CHU de Rouen";;Public;"Ministère des affaires sociales et de la santé";;;"ERFPS - 14 rue du Professeur Stewart";76031;Rouen;76540;"Cedex 01";"02 32 88 80 83";;Seine-Maritime;Rouen;Normandie;28;1.1097094;49.4376447;;;;www.onisep.fr/http/redirection/etablissement/identifiant/14174
0141857T;;"Ecole de santé";"Institut de formation en soins infirmiers et aides soignants";"IFSI - IFAS";Public;"Ministère des affaires sociales et de la santé";;;"1A rue Georges Fauvel";14500;"Vire Normandie";14762;;"02 31 66 24 60";;Calvados;Caen;Normandie;28;-0.87528969999994;48.8373208;;;;www.onisep.fr/http/redirection/etablissement/identifiant/14293
0442299K;;"Ecole de santé";"Institut de formation d'aide-soignant - Croix-Rouge française";IFAS;"Privé sous contrat";"Ministère des affaires sociales et de la santé";;"BP 30115";"6 rue de la gare";44400;Rezé;44143;;"02 40 14 87 32";;Loire-Atlantique;Nantes;"Pays de la Loire";52;-1.5492010116577;47.191968989583;27/01/2018;27/01/2018;"de 10h à 17h";www.onisep.fr/http/redirection/etablissement/identifiant/14369
0931800B;;"Ecole de santé";"Centre de formation Louise Couvé";CFLC;"Privé sous contrat";"Ministère des affaires sociales et de la santé";;;"44/53 rue de la commune de Paris";93300;Aubervilliers;93001;;"01 48 11 49 30";;Seine-Saint-Denis;Créteil;Ile-de-France;11;2.380231;48.91068;22/03/2018;22/03/2018;;www.onisep.fr/http/redirection/etablissement/identifiant/14609
0180809G;;"Ecole de santé";"Institut de formation en soins infirmiers - Centre hospitalier";IFSI;Public;"Ministère des affaires sociales et de la santé";;;"Place du Tacot";18100;Vierzon;18279;;"02 48 52 90 50";;Cher;Orléans-Tours;"Centre-Val de Loire";24;2.0449551;47.2297686;13/01/2018;13/01/2018;"de 9h à 17h";www.onisep.fr/http/redirection/etablissement/identifiant/14661
0771986R;;"Ecole de santé";"Institut de formation en soins infirmiers du centre hospitalier";IFSI;Public;"Ministère des affaires sociales et de la santé";;;"17 rue Guillaume Briçonnet";77100;Meaux;77284;;"01 64 35 21 50";;Seine-et-Marne;Créteil;Ile-de-France;11;2.895989;48.948055;;;;www.onisep.fr/http/redirection/etablissement/identifiant/14746
0623135W;;"Ecole de santé";"Institut de formation en soins infirmiers de la Croix-Rouge française Béthune";"IFSI - CRF";"Privé sous contrat";"Ministère des affaires sociales et de la santé";;;"1127 avenue Winston Churchill";62400;Béthune;62119;;"03 21 01 26 79";;Pas-de-Calais;Lille;Hauts-de-France;32;2.649508;50.514348;27/01/2018;27/01/2018;"de 9h à 16h";www.onisep.fr/http/redirection/etablissement/identifiant/14777
0596876D;;"Ecole de santé";"Institut de formation d'aide-soignant AFPC";"IFAS - AFPC";"Privé sous contrat";;;;"1001 avenue de la République";59700;Marcq-en-Baroeul;59378;;"03 20 91 79 79";;Nord;Lille;Hauts-de-France;32;3.0999273;50.6637078;;;;www.onisep.fr/http/redirection/etablissement/identifiant/15030
0021890U;;"Ecole de santé";"Institut de formation en soins infirmiers - Institut de formation d'aide-soignants - Centre hospitalier";IFSI;Public;"Ministère des affaires sociales et de la santé";;;"94 rue des Anciens Combattants";2303;Chauny;02173;Cedex;"03 23 38 54 46";;Aisne;Amiens;Hauts-de-France;32;3.2337333;49.6256734;;;;www.onisep.fr/http/redirection/etablissement/identifiant/15191
0670191U;;"Ecole de santé";"Ecole de sages-femmes";;Public;"Ministère des affaires sociales et de la santé";"Université de Strasbourg";;"19 rue Louis Pasteur";67300;Schiltigheim;67447;;"03 69 55 34 88";;Bas-Rhin;Strasbourg;Grand-Est;44;7.7484344;48.6008197;17/02/2018;17/02/2018;;www.onisep.fr/http/redirection/etablissement/identifiant/15314
0753035S;;"Ecole de santé";"Institut de formation paramédicale et sociale de la Croix Saint-Simon";IFSI;"Privé sous contrat";"Ministère des affaires sociales et de la santé";;;"81-83 rue Michelet";93100;Montreuil;93048;;"01 41 58 56 70";;Seine-Saint-Denis;Créteil;Ile-de-France;11;2.408613;48.853143;19/01/2018;19/01/2018;"à 14 h autres ; autres portes ouvertes le 20/01/2018 à 10 h ; les jeudis de l'info à 14 h : les 21/12/2017, 15/02/20018, 22/03/2018, 26/04/2018 et 28/06/2008";www.onisep.fr/http/redirection/etablissement/identifiant/15357
0520953D;;"Ecole de santé";"Institut de formation aux métiers de la santé";;Public;"Ministère des affaires sociales et de la santé";;"BP 514";"2 rue Jeanne d'Arc";52014;Chaumont;52121;Cedex;"03 25 30 70 09";;Haute-Marne;Reims;Grand-Est;44;5.1407905;48.122408;13/02/2019;13/02/2019;;www.onisep.fr/http/redirection/etablissement/identifiant/15564
0211481W;;"Ecole de santé";"GCS IFSI de Haute Côte-d'Or Semur-en-Auxois";IFSI;Public;"Ministère des affaires sociales et de la santé";;;"3 Bis Avenue Pasteur";21140;Semur-en-Auxois;21603;;"03 80 89 64 42";;Côte-d'Or;Dijon;Bourgogne-Franche-Comté;27;4.3463481;47.4938465;;;;www.onisep.fr/http/redirection/etablissement/identifiant/15663
